Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
14.6,22.5,217.98,180,240,465.12,320.52,0.07,67.96,239.03,238.34,24,64.89,63.3,68.91,0.001,0.01,52.4
13.51,22.5,184.36,180,240,119.01,103.88,0.02,76.53,237.12,236.71,26,60.04,7.27,87.29,0.0003,0.01,42.93
22.38,22.5,197.76,180,240,349.46,156.41,0.08,59.43,236.12,232.27,22,99.47,29.6,44.76,0.0013,0.07,54.65
21.7,22.5,192.49,180,240,375.35,372.17,0.14,16.19,235.88,234.97,8,96.44,20.82,99.15,0.0086,0.05,62.56
16.68,22.5,225.7,180,240,275.62,266.15,0.05,29.89,236.04,231.56,18,74.13,76.17,96.56,0.0017,0.11,64.19
13.72,22.5,202.44,180,240,343.14,339.43,0.08,15.01,231.95,227.46,28,60.98,37.4,98.92,0.0053,0.07,51.65
20.14,22.5,187.45,180,240,153.99,88.31,0.17,28.9,236.43,233.84,23,89.51,12.42,57.35,0.0059,0.05,49.75
12.58,22.5,226.45,180,240,253.71,220.81,0.15,66.99,239.39,238.89,19,55.91,77.42,87.03,0.0022,0.01,55.25
14.14,22.5,208.32,180,240,107.19,82.14,0.13,27.49,236.94,233.01,27,62.84,47.2,76.63,0.0047,0.06,49.9
14.56,22.5,189.25,180,240,314.26,182.38,0.18,74.57,232.06,231.82,23,64.71,15.42,58.03,0.0024,0.0,40.57
20.67,22.5,209.75,180,240,142.72,89.27,0.02,27.58,238.94,235.69,15,91.87,49.58,62.55,0.0007,0.09,59.16
12.57,22.5,211.84,180,240,329.41,213.53,0.1,62.87,239.97,236.85,22,55.87,53.07,64.82,0.0016,0.06,45.92
13.41,22.5,211.8,180,240,103.0,80.72,0.07,51.99,235.76,231.32,10,59.6,53.0,78.37,0.0013,0.19,50.09
19.98,22.5,236.58,180,240,466.07,442.96,0.02,74.06,232.26,231.31,18,88.8,94.3,95.04,0.0003,0.02,73.39
15.94,22.5,235.0,180,240,116.97,109.66,0.04,25.89,234.77,232.79,6,70.84,91.67,93.75,0.0015,0.14,65.41
15.13,22.5,182.81,180,240,237.47,182.03,0.11,73.26,235.51,232.73,16,67.24,4.68,76.65,0.0015,0.07,43.15
19.88,22.5,185.91,180,240,324.18,232.25,0.05,84.34,236.15,232.92,4,88.36,9.85,71.64,0.0006,0.34,51.61
16.54,22.5,193.88,180,240,253.52,251.77,0.04,58.84,238.67,236.4,12,73.51,23.13,99.31,0.0007,0.08,53.88
21.36,22.5,190.23,180,240,270.14,262.63,0.03,63.46,239.19,234.44,15,94.93,17.05,97.22,0.0005,0.13,60.81
16.3,22.5,229.7,180,240,236.79,200.29,0.04,93.71,234.18,233.02,4,72.44,82.83,84.59,0.0004,0.12,62.45
19.02,22.5,192.5,180,240,387.68,260.74,0.13,37.54,231.55,228.43,3,84.53,20.83,67.26,0.0035,0.45,51.38
15.05,22.5,197.75,180,240,238.9,157.84,0.2,78.72,238.52,235.99,21,66.89,29.58,66.07,0.0025,0.05,45.88
20.48,22.5,229.95,180,240,472.88,244.36,0.11,91.54,233.17,229.18,12,91.02,83.25,51.67,0.0012,0.14,63.38
14.16,22.5,195.86,180,240,471.75,337.63,0.03,22.92,232.72,229.75,13,62.93,26.43,71.57,0.0013,0.1,44.76
12.95,22.5,239.06,180,240,165.25,127.1,0.14,83.75,234.59,229.92,22,57.56,98.43,76.91,0.0017,0.09,58.08
12.07,22.5,209.02,180,240,307.59,292.15,0.09,50.21,231.12,227.92,17,53.64,48.37,94.98,0.0018,0.08,50.12
21.89,22.5,225.79,180,240,175.81,86.39,0.08,85.27,231.06,228.34,24,97.29,76.32,49.14,0.0009,0.05,64.0
12.26,22.5,182.82,180,240,363.78,246.95,0.14,55.51,238.18,235.44,25,54.49,4.7,67.88,0.0025,0.05,36.31
13.45,22.5,218.35,180,240,152.54,90.79,0.07,46.17,234.99,232.08,22,59.78,63.92,59.52,0.0015,0.06,48.59
19.69,22.5,215.49,180,240,279.23,131.96,0.18,43.28,237.99,237.82,23,87.51,59.15,47.26,0.0042,0.0,56.29
15.14,22.5,220.29,180,240,227.73,86.11,0.04,33.32,231.76,230.73,27,67.29,67.15,37.81,0.0012,0.02,47.91
16.95,22.5,213.04,180,240,360.83,185.83,0.16,91.83,235.71,233.8,16,75.33,55.07,51.5,0.0017,0.05,51.44
17.39,22.5,215.05,180,240,199.25,174.63,0.1,10.63,235.91,231.92,15,77.29,58.42,87.64,0.0094,0.11,60.12
11.68,22.5,228.43,180,240,490.51,111.43,0.19,42.33,239.41,236.16,26,51.91,80.72,22.72,0.0045,0.05,41.45
22.29,22.5,192.59,180,240,272.21,267.73,0.09,41.43,231.1,227.33,3,99.07,20.98,98.35,0.0022,0.54,63.44
16.75,22.5,203.06,180,240,351.93,132.71,0.06,87.29,238.11,234.16,9,74.44,38.43,37.71,0.0007,0.18,44.99
16.12,22.5,211.83,180,240,279.78,264.89,0.02,68.94,233.14,230.34,6,71.64,53.05,94.68,0.0003,0.2,58.18
17.99,22.5,201.69,180,240,382.24,234.79,0.18,18.19,236.88,233.51,10,79.96,36.15,61.42,0.0099,0.14,51.48
15.41,22.5,205.73,180,240,235.88,143.05,0.16,30.1,234.7,234.59,17,68.49,42.88,60.65,0.0053,0.0,48.1
14.31,22.5,186.06,180,240,470.68,420.92,0.07,32.23,239.05,239.03,14,63.6,10.1,89.43,0.0022,0.0,45.35
14.57,22.5,218.01,180,240,387.36,257.2,0.2,95.04,230.98,229.67,2,64.76,63.35,66.4,0.0021,0.28,51.83
20.68,22.5,208.66,180,240,192.99,147.76,0.06,32.97,238.08,237.3,26,91.91,47.77,76.56,0.0018,0.01,61.63
14.47,22.5,208.39,180,240,398.64,162.06,0.04,10.24,234.88,230.24,9,64.31,47.32,40.65,0.0039,0.22,43.3
15.55,22.5,216.99,180,240,126.23,93.65,0.09,58.01,234.86,231.27,10,69.11,61.65,74.19,0.0016,0.15,54.8
19.68,22.5,194.74,180,240,420.17,338.0,0.05,91.75,231.61,227.62,29,87.47,24.57,80.44,0.0005,0.06,55.98
17.36,22.5,184.72,180,240,312.64,150.64,0.08,81.22,236.62,234.38,15,77.16,7.87,48.18,0.001,0.06,42.07
16.03,22.5,230.16,180,240,443.83,421.73,0.06,71.2,230.68,227.05,10,71.24,83.6,95.02,0.0008,0.16,64.2
20.34,22.5,212.76,180,240,236.66,175.3,0.15,41.9,234.66,234.33,21,90.4,54.6,74.07,0.0036,0.01,61.89
13.28,22.5,216.49,180,240,106.1,100.68,0.18,54.59,237.08,234.76,21,59.02,60.82,94.89,0.0033,0.05,54.74
21.15,22.5,226.17,180,240,492.65,137.39,0.05,58.53,232.36,232.18,21,94.0,76.95,27.89,0.0009,0.0,58.57
16.06,22.5,221.36,180,240,275.88,254.79,0.15,67.06,230.71,229.83,14,71.38,68.93,92.36,0.0022,0.03,60.81
22.23,22.5,200.06,180,240,351.99,348.97,0.06,25.0,235.46,232.7,16,98.8,33.43,99.14,0.0024,0.07,66.03
14.5,22.5,199.65,180,240,407.28,136.69,0.08,12.77,238.27,236.56,17,64.44,32.75,33.56,0.0063,0.04,39.03
16.29,22.5,208.45,180,240,458.22,159.77,0.05,60.35,236.6,234.82,24,72.4,47.42,34.87,0.0008,0.03,45.41
13.81,22.5,188.15,180,240,195.31,185.67,0.16,22.62,230.47,230.0,8,61.38,13.58,95.06,0.0071,0.03,46.28
14.59,22.5,221.2,180,240,271.83,200.3,0.17,40.67,235.68,231.79,27,64.84,68.67,73.69,0.0042,0.06,54.4
13.2,22.5,207.19,180,240,405.0,104.89,0.02,38.63,234.15,233.06,21,58.67,45.32,25.9,0.0005,0.02,37.71
20.01,22.5,197.89,180,240,117.02,106.33,0.15,96.73,232.54,232.12,11,88.93,29.82,90.86,0.0016,0.02,59.71
22.44,22.5,226.51,180,240,316.15,261.96,0.1,37.98,232.62,230.62,26,99.73,77.52,82.86,0.0026,0.03,71.96
11.67,22.5,197.52,180,240,127.8,122.03,0.12,58.15,231.31,228.86,2,51.87,29.2,95.49,0.0021,0.53,45.63
19.61,22.5,201.2,180,240,177.49,162.6,0.02,82.7,231.03,227.9,8,87.16,35.33,91.61,0.0002,0.17,60.23
18.01,22.5,188.48,180,240,146.82,122.67,0.17,16.05,231.06,228.23,27,80.04,14.13,83.55,0.0106,0.05,51.55
18.13,22.5,192.87,180,240,146.59,116.33,0.17,71.66,238.19,236.85,27,80.58,21.45,79.36,0.0024,0.02,52.39
18.38,22.5,202.72,180,240,187.47,101.37,0.17,99.31,236.98,232.2,29,81.69,37.87,54.07,0.0017,0.07,51.06
14.3,22.5,200.14,180,240,193.32,80.34,0.14,63.15,238.1,237.89,7,63.56,33.57,41.56,0.0022,0.01,40.45
19.47,22.5,199.19,180,240,280.32,104.11,0.06,56.89,231.01,228.15,27,86.53,31.98,37.14,0.0011,0.05,48.43
11.55,22.5,210.08,180,240,341.68,271.69,0.2,33.41,233.22,231.51,21,51.33,50.13,79.52,0.006,0.03,46.46
21.73,22.5,238.46,180,240,478.32,430.28,0.2,43.84,239.48,235.67,1,96.58,97.43,89.96,0.0046,1.59,75.95
18.06,22.5,193.2,180,240,307.12,211.58,0.04,21.13,239.74,235.27,13,80.27,22.0,68.89,0.0019,0.14,50.27
20.18,22.5,238.35,180,240,160.11,152.63,0.07,47.45,234.68,231.54,14,89.69,97.25,95.33,0.0015,0.1,74.38
16.14,22.5,206.38,180,240,462.91,409.2,0.02,65.65,234.36,233.76,5,71.73,43.97,88.4,0.0003,0.05,55.16
16.64,22.5,225.08,180,240,286.98,83.57,0.11,66.27,239.81,239.6,25,73.96,75.13,29.12,0.0017,0.0,50.43
12.89,22.5,206.27,180,240,256.07,147.55,0.05,18.5,232.61,229.27,19,57.29,43.78,57.62,0.0027,0.08,43.19
11.26,22.5,231.76,180,240,105.07,80.18,0.13,97.62,238.56,237.29,6,50.04,86.27,76.31,0.0013,0.09,52.52
17.61,22.5,201.46,180,240,248.94,175.53,0.16,22.03,230.39,226.44,9,78.27,35.77,70.51,0.0073,0.19,52.54
13.52,22.5,194.08,180,240,277.57,89.01,0.1,93.58,230.24,227.08,18,60.09,23.47,32.07,0.0011,0.08,35.14
13.69,22.5,202.55,180,240,220.94,196.26,0.14,85.41,233.84,230.86,9,60.84,37.58,88.83,0.0016,0.14,49.6
14.36,22.5,225.2,180,240,198.0,159.68,0.03,72.3,232.39,229.52,2,63.82,75.33,80.65,0.0004,0.62,56.66
15.42,22.5,198.34,180,240,162.66,122.61,0.19,24.46,232.51,230.19,4,68.53,30.57,75.38,0.0078,0.25,48.58
20.93,22.5,180.36,180,240,147.15,117.54,0.2,69.46,233.74,233.0,5,93.02,0.6,79.88,0.0029,0.06,53.3
18.65,22.5,218.38,180,240,464.3,444.29,0.04,54.41,239.41,237.49,9,82.89,63.97,95.69,0.0007,0.09,65.08
22.25,22.5,201.98,180,240,447.71,148.69,0.09,13.97,230.4,225.68,22,98.89,36.63,33.21,0.0064,0.09,53.51
17.21,22.5,211.53,180,240,399.5,189.16,0.15,53.65,236.38,231.56,17,76.49,52.55,47.35,0.0028,0.12,50.56
14.64,22.5,228.95,180,240,205.71,125.86,0.08,28.58,238.74,238.16,8,65.07,81.58,61.18,0.0028,0.03,54.58
19.43,22.5,194.01,180,240,342.66,320.75,0.19,10.4,233.17,228.98,3,86.36,23.35,93.61,0.0183,0.6,57.87
18.66,22.5,212.89,180,240,208.8,156.48,0.07,30.24,239.46,237.88,13,82.93,54.82,74.94,0.0023,0.05,59.12
21.42,22.5,196.94,180,240,486.0,332.83,0.18,19.35,232.51,230.9,2,95.2,28.23,68.48,0.0093,0.35,57.39
12.59,22.5,238.21,180,240,349.69,219.46,0.18,47.92,235.64,231.35,7,55.96,97.02,62.76,0.0038,0.26,54.31
17.61,22.5,180.11,180,240,473.23,172.37,0.14,56.36,233.25,231.83,29,78.27,0.18,36.42,0.0025,0.02,38.63
18.04,22.5,231.28,180,240,255.86,228.36,0.02,42.92,230.73,226.13,29,80.18,85.47,89.25,0.0005,0.07,67.01
16.37,22.5,224.77,180,240,456.68,300.46,0.15,42.77,234.96,231.31,21,72.76,74.62,65.79,0.0035,0.07,57.18
16.03,22.5,212.62,180,240,469.54,326.19,0.13,80.62,231.15,228.53,10,71.24,54.37,69.47,0.0016,0.11,53.25
20.4,22.5,188.73,180,240,220.23,107.9,0.16,82.11,232.56,232.53,15,90.67,14.55,48.99,0.0019,0.0,48.98
15.96,22.5,202.96,180,240,198.18,119.11,0.1,32.29,237.83,234.28,24,70.93,38.27,60.1,0.0031,0.06,48.04
18.29,22.5,193.13,180,240,269.35,197.66,0.17,59.47,231.77,227.01,14,81.29,21.88,73.38,0.0029,0.15,51.55
20.9,22.5,188.68,180,240,129.32,80.57,0.19,37.02,234.6,232.62,29,92.89,14.47,62.3,0.0051,0.03,52.51
14.29,22.5,192.93,180,240,242.2,183.71,0.19,73.34,237.8,236.26,27,63.51,21.55,75.85,0.0026,0.02,44.88
13.17,22.5,225.25,180,240,266.25,250.18,0.13,60.79,230.7,227.05,21,58.53,75.42,93.96,0.0021,0.08,57.28
13.22,22.5,207.68,180,240,325.29,267.26,0.08,23.21,230.94,230.37,22,58.76,46.13,82.16,0.0034,0.01,49.16
21.78,22.5,185.47,180,240,135.06,117.58,0.04,92.54,238.4,236.86,22,96.8,9.12,87.06,0.0004,0.03,57.95
14.5,22.5,234.56,180,240,135.69,129.48,0.01,56.98,233.36,231.22,6,64.44,90.93,95.42,0.0002,0.15,63.03
17.96,22.5,181.97,180,240,265.42,233.97,0.09,25.23,239.55,238.21,1,79.82,3.28,88.15,0.0036,0.56,50.16
20.07,22.5,222.34,180,240,207.07,86.17,0.2,23.31,238.31,237.31,4,89.2,70.57,41.61,0.0086,0.1,58.11
13.6,22.5,239.29,180,240,446.23,405.06,0.14,24.39,235.68,231.57,10,60.44,98.82,90.77,0.0057,0.17,62.08
16.9,22.5,226.06,180,240,484.69,188.25,0.03,46.23,230.55,228.89,29,75.11,76.77,38.84,0.0006,0.02,53.16
14.02,22.5,216.65,180,240,458.47,290.76,0.15,50.8,235.24,231.76,4,62.31,61.08,63.42,0.003,0.37,49.79
22.43,22.5,229.55,180,240,323.25,103.68,0.19,87.4,238.41,236.44,9,99.69,82.58,32.07,0.0022,0.09,62.8
16.45,22.5,230.85,180,240,110.83,86.45,0.18,15.32,232.27,230.51,8,73.11,84.75,78.0,0.0117,0.09,61.78
15.63,22.5,198.54,180,240,238.12,205.08,0.07,83.32,235.68,231.78,13,69.47,30.9,86.12,0.0008,0.13,51.18
15.57,22.5,201.34,180,240,164.04,152.34,0.08,98.37,239.0,238.02,13,69.2,35.57,92.87,0.0008,0.03,53.36
15.0,22.5,189.15,180,240,110.73,100.83,0.02,92.88,235.94,234.17,5,66.67,15.25,91.06,0.0002,0.15,47.91
21.04,22.5,220.44,180,240,117.61,116.41,0.18,21.39,231.13,228.43,16,93.51,67.4,98.98,0.0084,0.07,70.67
22.44,22.5,192.53,180,240,152.2,122.96,0.17,68.34,233.48,228.59,13,99.73,20.88,80.79,0.0025,0.16,60.21
18.99,22.5,219.6,180,240,320.46,154.72,0.08,38.41,239.17,235.04,23,84.4,66.0,48.28,0.0021,0.08,56.61
12.45,22.5,183.42,180,240,449.51,306.52,0.07,60.56,232.22,227.48,28,55.33,5.7,68.19,0.0012,0.07,36.9
19.07,22.5,204.59,180,240,433.64,361.27,0.05,26.55,237.18,234.42,10,84.76,40.98,83.31,0.0019,0.12,58.75
15.3,22.5,239.99,180,240,238.3,208.81,0.16,75.06,236.69,236.14,3,68.0,99.98,87.62,0.0021,0.08,64.71
13.87,22.5,236.73,180,240,284.99,165.8,0.01,14.59,236.69,233.74,13,61.64,94.55,58.18,0.0007,0.1,55.19
18.27,22.5,225.99,180,240,218.43,175.6,0.02,42.53,234.74,230.83,1,81.2,76.65,80.39,0.0005,1.67,63.72
21.88,22.5,199.77,180,240,363.29,246.76,0.04,32.34,239.3,238.37,13,97.24,32.95,67.92,0.0012,0.03,59.07
15.08,22.5,220.12,180,240,402.31,331.87,0.13,53.04,236.46,235.78,29,67.02,66.87,82.49,0.0025,0.01,56.68
18.86,22.5,235.48,180,240,158.27,105.03,0.08,30.89,231.42,228.98,2,83.82,92.47,66.36,0.0026,0.53,65.24
11.58,22.5,195.37,180,240,417.78,397.07,0.18,74.48,231.65,229.8,23,51.47,25.62,95.04,0.0024,0.03,44.72
22.3,22.5,209.02,180,240,258.08,124.02,0.2,32.79,230.24,227.67,20,99.11,48.37,48.05,0.0061,0.06,58.92
14.19,22.5,218.08,180,240,245.71,146.66,0.01,63.02,231.22,230.14,11,63.07,63.47,59.69,0.0002,0.04,49.86
17.9,22.5,181.26,180,240,454.64,121.61,0.02,29.35,235.02,233.37,15,79.56,2.1,26.75,0.0007,0.05,37.59
16.68,22.5,207.26,180,240,415.06,144.68,0.04,69.82,234.1,230.55,15,74.13,45.43,34.86,0.0006,0.1,45.7
22.47,22.5,226.07,180,240,428.82,89.2,0.02,74.14,231.92,229.79,15,99.87,76.78,20.8,0.0003,0.06,59.46
13.24,22.5,186.54,180,240,337.7,270.52,0.02,34.8,236.58,234.61,9,58.84,10.9,80.11,0.0006,0.09,41.73
15.95,22.5,229.55,180,240,151.69,89.25,0.05,59.67,232.52,230.0,15,70.89,82.58,58.84,0.0008,0.07,56.63
21.96,22.5,213.63,180,240,222.54,146.43,0.05,25.13,234.94,231.25,7,97.6,56.05,65.8,0.002,0.22,63.39
17.0,22.5,220.86,180,240,283.97,96.71,0.01,39.51,231.5,226.97,2,75.56,68.1,34.06,0.0003,0.98,50.56
16.73,22.5,183.86,180,240,432.05,280.44,0.02,50.58,234.34,233.6,11,74.36,6.43,64.91,0.0004,0.03,44.01
15.17,22.5,187.91,180,240,465.32,91.47,0.09,98.23,236.6,234.82,3,67.42,13.18,19.66,0.0009,0.25,33.51
20.83,22.5,192.67,180,240,385.44,267.89,0.15,80.91,236.61,231.83,19,92.58,21.12,69.5,0.0019,0.11,55.14
15.92,22.5,232.46,180,240,321.67,261.12,0.12,13.45,232.13,231.73,15,70.76,87.43,81.18,0.0089,0.01,62.02
12.07,22.5,200.89,180,240,338.58,110.39,0.17,28.31,239.86,235.28,1,53.64,34.82,32.6,0.006,1.91,34.75
16.59,22.5,218.47,180,240,412.89,107.19,0.14,76.85,235.59,234.51,15,73.73,64.12,25.96,0.0018,0.03,47.5
14.7,22.5,185.51,180,240,229.48,211.56,0.15,80.72,237.73,237.12,18,65.33,9.18,92.19,0.0019,0.01,46.4
14.01,22.5,192.66,180,240,394.17,337.17,0.07,37.46,238.44,235.32,11,62.27,21.1,85.54,0.0019,0.12,46.22
14.19,22.5,215.03,180,240,129.85,125.0,0.06,83.72,236.6,233.98,20,63.07,58.38,96.26,0.0007,0.06,56.15
16.42,22.5,226.99,180,240,124.44,107.87,0.15,52.49,231.05,229.82,23,72.98,78.32,86.68,0.0029,0.02,62.19
14.62,22.5,206.89,180,240,234.74,94.25,0.15,51.52,238.13,234.65,22,64.98,44.82,40.15,0.0029,0.07,42.98
20.4,22.5,191.53,180,240,331.07,96.67,0.06,25.5,233.36,229.96,22,90.67,19.22,29.2,0.0024,0.07,45.94
15.47,22.5,197.07,180,240,467.64,129.24,0.09,79.03,231.48,226.81,15,68.76,28.45,27.64,0.0011,0.13,38.71
15.64,22.5,192.25,180,240,147.68,137.9,0.02,96.8,234.18,232.94,24,69.51,20.42,93.38,0.0002,0.02,50.56
11.57,22.5,227.16,180,240,487.73,393.76,0.11,84.48,238.58,235.85,22,51.42,78.6,80.73,0.0013,0.05,52.43
16.94,22.5,225.93,180,240,300.42,252.48,0.03,15.76,231.59,227.73,7,75.29,76.55,84.04,0.0019,0.24,62.21
15.58,22.5,212.03,180,240,221.67,153.36,0.15,60.28,234.19,229.96,8,69.24,53.38,69.18,0.0025,0.23,52.18
14.13,22.5,211.66,180,240,225.78,112.88,0.19,92.13,234.46,233.77,15,62.8,52.77,50.0,0.0021,0.02,45.67
16.27,22.5,223.97,180,240,110.85,108.59,0.12,71.57,236.05,231.1,26,72.31,73.28,97.96,0.0017,0.08,63.16
21.61,22.5,223.98,180,240,286.62,132.67,0.15,93.86,231.59,229.26,23,96.04,73.3,46.29,0.0016,0.04,62.33
17.04,22.5,204.5,180,240,310.99,278.7,0.02,78.73,236.67,235.64,28,75.73,40.83,89.62,0.0003,0.02,56.38
11.91,22.5,237.18,180,240,175.01,173.1,0.04,49.99,233.09,230.92,16,52.93,95.3,98.91,0.0008,0.06,60.01
15.76,22.5,233.69,180,240,402.05,227.07,0.16,28.74,236.0,233.33,12,70.04,89.48,56.48,0.0056,0.09,57.2
13.45,22.5,200.76,180,240,394.79,287.48,0.16,16.61,235.8,231.14,23,59.78,34.6,72.82,0.0096,0.09,45.39
16.65,22.5,187.3,180,240,372.28,117.67,0.07,30.52,235.39,233.65,6,74.0,12.17,31.61,0.0023,0.12,38.34
14.19,22.5,195.71,180,240,452.9,298.27,0.16,50.49,231.03,229.36,18,63.07,26.18,65.86,0.0032,0.04,43.63
19.42,22.5,197.79,180,240,375.41,248.02,0.09,74.17,233.17,229.59,2,86.31,29.65,66.07,0.0012,0.77,53.59
21.23,22.5,205.37,180,240,442.16,363.57,0.17,99.08,237.49,237.31,3,94.36,42.28,82.23,0.0017,0.03,62.64
11.65,22.5,191.39,180,240,124.58,102.36,0.02,52.53,238.99,235.24,1,51.78,18.98,82.16,0.0004,1.57,40.78
15.8,22.5,181.93,180,240,360.38,189.74,0.01,25.35,232.18,229.62,22,70.22,3.22,52.65,0.0004,0.05,39.26
19.95,22.5,214.17,180,240,208.33,131.98,0.03,95.79,238.69,238.35,16,88.67,56.95,63.35,0.0003,0.01,59.53
21.13,22.5,218.99,180,240,287.4,231.21,0.02,95.01,235.48,232.96,26,93.91,64.98,80.45,0.0002,0.04,66.65
18.48,22.5,197.22,180,240,157.15,132.1,0.1,31.17,231.38,228.47,25,82.13,28.7,84.06,0.0032,0.05,55.4
17.16,22.5,183.9,180,240,440.18,245.78,0.04,24.56,233.61,230.74,20,76.27,6.5,55.84,0.0016,0.06,42.97
11.73,22.5,230.27,180,240,130.06,85.75,0.06,50.11,237.9,236.66,3,52.13,83.78,65.93,0.0012,0.17,50.78
14.0,22.5,214.99,180,240,396.17,110.13,0.05,99.27,233.38,231.95,24,62.22,58.32,27.8,0.0005,0.03,42.11
12.59,22.5,196.84,180,240,302.14,273.13,0.19,67.37,233.51,230.04,16,55.96,28.07,90.4,0.0028,0.09,46.07
21.54,22.5,230.51,180,240,266.14,243.98,0.13,90.04,235.95,234.86,17,95.73,84.18,91.67,0.0014,0.03,73.46
22.42,22.5,185.27,180,240,297.25,193.27,0.16,33.97,230.69,229.11,7,99.64,8.78,65.02,0.0047,0.1,54.61
19.5,22.5,182.5,180,240,138.87,126.01,0.09,46.5,239.2,234.24,26,86.67,4.17,90.74,0.0019,0.08,53.64
20.95,22.5,216.96,180,240,495.61,135.97,0.08,38.01,238.8,237.52,9,93.11,61.6,27.43,0.0021,0.06,55.04
11.75,22.5,196.48,180,240,172.06,145.46,0.15,58.13,230.05,225.68,29,52.22,27.47,84.54,0.0026,0.07,43.28
21.34,22.5,184.07,180,240,139.72,94.63,0.19,17.68,238.16,233.7,21,94.84,6.78,67.73,0.0107,0.09,52.83
19.6,22.5,217.04,180,240,373.8,288.04,0.14,40.8,233.12,230.97,5,87.11,61.73,77.06,0.0034,0.18,62.58
17.0,22.5,216.77,180,240,164.69,86.48,0.05,47.85,238.88,236.22,26,75.56,61.28,52.51,0.001,0.04,52.98
15.22,22.5,235.85,180,240,484.2,213.69,0.18,71.07,232.74,228.03,15,67.64,93.08,44.13,0.0025,0.13,54.48
11.3,22.5,182.0,180,240,133.51,117.4,0.1,27.37,235.93,233.2,10,50.22,3.33,87.93,0.0037,0.12,38.33
17.29,22.5,200.18,180,240,111.44,97.33,0.03,82.92,230.89,228.74,18,76.84,33.63,87.34,0.0004,0.05,54.92
14.0,22.5,203.95,180,240,200.03,80.15,0.13,13.83,232.1,228.48,11,62.22,39.92,40.07,0.0094,0.14,40.87
20.71,22.5,238.29,180,240,381.3,204.35,0.03,52.76,234.57,232.46,5,92.04,97.15,53.59,0.0006,0.18,66.95
13.08,22.5,227.05,180,240,482.5,388.95,0.19,64.45,239.29,235.83,28,58.13,78.42,80.61,0.0029,0.05,55.05
13.34,22.5,189.04,180,240,217.19,134.53,0.15,96.0,239.19,236.81,2,59.29,15.07,61.94,0.0016,0.5,39.07
22.49,22.5,203.52,180,240,201.89,102.41,0.11,64.55,234.72,232.78,10,99.96,39.2,50.73,0.0017,0.08,57.96
12.96,22.5,228.17,180,240,174.54,156.52,0.09,62.0,232.7,228.28,28,57.6,80.28,89.68,0.0015,0.07,57.02
12.52,22.5,211.89,180,240,466.51,431.2,0.06,74.77,230.3,229.63,23,55.64,53.15,92.43,0.0008,0.01,51.37
19.6,22.5,234.14,180,240,255.04,173.98,0.18,51.79,234.45,230.62,25,87.11,90.23,68.22,0.0035,0.07,66.53
21.28,22.5,218.23,180,240,202.96,176.31,0.05,96.87,230.06,227.21,4,94.58,63.72,86.87,0.0005,0.31,67.92
18.49,22.5,232.49,180,240,184.58,112.48,0.09,30.21,233.32,228.9,10,82.18,87.48,60.94,0.003,0.19,62.54
13.05,22.5,229.59,180,240,489.06,340.66,0.06,64.59,233.43,230.05,22,58.0,82.65,69.66,0.0009,0.07,53.65
19.94,22.5,189.12,180,240,412.08,220.63,0.15,30.5,238.33,235.49,28,88.62,15.2,53.54,0.0049,0.04,49.19
22.15,22.5,211.94,180,240,409.4,164.94,0.15,61.05,234.24,229.39,22,98.44,53.23,40.29,0.0025,0.09,58.07
14.62,22.5,186.92,180,240,133.73,128.9,0.18,84.52,232.3,228.67,2,64.98,11.53,96.39,0.0021,0.78,47.5
17.62,22.5,202.93,180,240,348.02,165.5,0.08,96.97,231.11,230.57,22,78.31,38.22,47.55,0.0008,0.01,48.48
19.32,22.5,198.06,180,240,158.88,80.59,0.12,97.18,234.84,233.77,7,85.87,30.1,50.72,0.0012,0.07,50.5
12.51,22.5,185.31,180,240,411.02,295.27,0.04,32.8,237.5,234.66,8,55.6,8.85,71.84,0.0012,0.15,38.36
14.28,22.5,223.23,180,240,131.35,90.65,0.09,56.38,233.53,230.66,11,63.47,72.05,69.01,0.0016,0.11,53.59
13.8,22.5,232.93,180,240,313.05,218.51,0.2,98.65,235.86,235.68,17,61.33,88.22,69.8,0.002,0.0,56.14
16.98,22.5,211.09,180,240,418.45,279.21,0.18,65.72,230.22,225.87,14,75.47,51.82,66.72,0.0027,0.13,53.88
18.22,22.5,193.81,180,240,253.62,205.22,0.07,89.16,231.66,230.33,10,80.98,23.02,80.92,0.0008,0.06,53.17
18.86,22.5,182.64,180,240,428.27,149.32,0.11,32.39,236.59,233.65,7,83.82,4.4,34.87,0.0034,0.18,41.36
19.71,22.5,180.52,180,240,360.74,257.07,0.11,44.13,237.97,236.24,6,87.6,0.87,71.26,0.0025,0.12,49.45
17.71,22.5,227.65,180,240,322.48,147.73,0.06,31.41,239.8,237.8,10,78.71,79.42,45.81,0.0019,0.08,56.52
19.67,22.5,202.02,180,240,341.66,270.97,0.06,42.96,231.06,226.12,10,87.42,36.7,79.31,0.0014,0.21,58.15
12.66,22.5,182.46,180,240,142.29,117.42,0.12,70.41,233.71,231.75,21,56.27,4.1,82.52,0.0017,0.04,39.83
11.41,22.5,235.75,180,240,431.69,409.84,0.16,89.07,232.03,230.43,1,50.71,92.92,94.94,0.0018,0.69,57.79
